Bug ID,Summary,Description,Status,Severity,Priority,Resolution,Assigned_To,Module,Reported_Date,Status_encoded,Severity_encoded,Priority_encoded,Resolution_encoded
BUG-1103,Database connection timeout - Case 564,The connection to the database times out after 30 seconds of inactivity.,Assigned,Minor,P3,,David Lee,Reporting,2024-05-02,0,2,2,5
BUG-1104,Memory leak during file upload - Case 888,Uploading a file larger than 10MB causes a steady increase in RAM usage.,New,Trivial,P4,,Alice Johnson,Payment,2024-05-20,3,3,3,5
BUG-1105,Performance degradation on load - Case 225,"Loading the main dashboard takes over 10 seconds, which is a severe degradation.",Assigned,Major,P4,,Bob Smith,Payment,2024-05-24,0,1,3,5
BUG-1106,Typo in the settings menu - Case 958,There is a spelling mistake in the user profile settings page.,Resolved,Trivial,P2,Duplicate,Bob Smith,Notifications,2024-09-08,4,3,1,1
BUG-1107,UI misalignment in header - Case 315,The header elements are overlapping on mobile screens.,Resolved,Critical,P4,Cannot Reproduce,Carol White,API,2024-06-09,4,0,3,0
BUG-1108,App crashes on login - Case 369,"When attempting to log in with valid credentials, the application throws an exception and crashes.",Closed,Trivial,P5,Duplicate,Frank Brown,Database,2024-12-03,1,3,4,1
BUG-1109,Performance degradation on load - Case 714,"Loading the main dashboard takes over 10 seconds, which is a severe degradation.",New,Major,P5,,David Lee,Authentication,2024-03-22,3,1,4,5
BUG-1110,Button click has no effect - Case 624,Clicking the 'Save' button in the dialog does not trigger any network request.,Closed,Minor,P5,Duplicate,Frank Brown,Dashboard,2024-02-28,1,2,4,1
BUG-1111,Database connection timeout - Case 374,The connection to the database times out after 30 seconds of inactivity.,Resolved,Trivial,P3,Won't Fix,Eva Martinez,Notifications,2024-04-12,4,3,2,4
BUG-1112,API returning 500 error - Case 546,The /api/v1/data endpoint returns a 500 Internal Server Error intermittently.,Resolved,Major,P4,Not a Bug,David Lee,API,2024-04-08,4,1,3,3
BUG-1113,UI misalignment in header - Case 697,The header elements are overlapping on mobile screens.,In Progress,Minor,P2,,Grace Kim,Notifications,2024-03-25,2,2,1,5
BUG-1114,Feature Y is not responsive - Case 935,Feature Y does not resize properly when the window is scaled down.,Closed,Critical,P2,Won't Fix,David Lee,Database,2024-02-25,1,0,1,4
BUG-1115,UI misalignment in header - Case 560,The header elements are overlapping on mobile screens.,Closed,Critical,P3,Duplicate,Frank Brown,UI/UX,2024-10-27,1,0,2,1
BUG-1116,App crashes on login - Case 614,"When attempting to log in with valid credentials, the application throws an exception and crashes.",Closed,Critical,P4,Duplicate,Frank Brown,Reporting,2024-06-14,1,0,3,1
BUG-1117,Null pointer exception in module X - Case 359,A NullPointerException is thrown when clicking the submit button in module X.,Closed,Minor,P3,Duplicate,Bob Smith,Authentication,2024-07-09,1,2,2,1
BUG-1118,App crashes on login - Case 834,"When attempting to log in with valid credentials, the application throws an exception and crashes.",Assigned,Major,P4,,Bob Smith,UI/UX,2024-08-26,0,1,3,5
BUG-1119,Null pointer exception in module X - Case 639,A NullPointerException is thrown when clicking the submit button in module X.,Closed,Trivial,P1,Duplicate,Grace Kim,UI/UX,2024-11-07,1,3,0,1
BUG-1120,Typo in the settings menu - Case 302,There is a spelling mistake in the user profile settings page.,Closed,Trivial,P3,Duplicate,Grace Kim,Payment,2024-09-12,1,3,2,1
BUG-1121,Database connection timeout - Case 715,The connection to the database times out after 30 seconds of inactivity.,Closed,Minor,P1,Won't Fix,Alice Johnson,API,2024-07-15,1,2,0,4
BUG-1122,API returning 500 error - Case 246,The /api/v1/data endpoint returns a 500 Internal Server Error intermittently.,Closed,Major,P4,Duplicate,Grace Kim,Authentication,2024-08-24,1,1,3,1
BUG-1123,Button click has no effect - Case 140,Clicking the 'Save' button in the dialog does not trigger any network request.,New,Critical,P5,,Grace Kim,API,2024-02-05,3,0,4,5
BUG-1124,Typo in the settings menu - Case 509,There is a spelling mistake in the user profile settings page.,Closed,Critical,P1,Fixed,Alice Johnson,UI/UX,2024-06-09,1,0,0,2
BUG-1125,API returning 500 error - Case 605,The /api/v1/data endpoint returns a 500 Internal Server Error intermittently.,In Progress,Trivial,P5,,David Lee,Authentication,2024-11-12,2,3,4,5
BUG-1126,Database connection timeout - Case 207,The connection to the database times out after 30 seconds of inactivity.,Resolved,Minor,P5,Won't Fix,David Lee,Database,2024-04-25,4,2,4,4
BUG-1127,Button click has no effect - Case 105,Clicking the 'Save' button in the dialog does not trigger any network request.,In Progress,Trivial,P5,,Eva Martinez,Payment,2024-01-23,2,3,4,5
BUG-1128,Performance degradation on load - Case 910,"Loading the main dashboard takes over 10 seconds, which is a severe degradation.",In Progress,Minor,P4,,Henry Wilson,Payment,2024-12-23,2,2,3,5
BUG-1129,Database connection timeout - Case 871,The connection to the database times out after 30 seconds of inactivity.,Resolved,Critical,P5,Not a Bug,David Lee,Notifications,2024-11-22,4,0,4,3
BUG-1130,Feature Y is not responsive - Case 429,Feature Y does not resize properly when the window is scaled down.,Assigned,Major,P3,,Bob Smith,Database,2024-02-17,0,1,2,5
BUG-1131,Null pointer exception in module X - Case 775,A NullPointerException is thrown when clicking the submit button in module X.,Resolved,Trivial,P4,Duplicate,Alice Johnson,Reporting,2024-09-10,4,3,3,1
BUG-1132,Memory leak during file upload - Case 292,Uploading a file larger than 10MB causes a steady increase in RAM usage.,New,Minor,P1,,Frank Brown,API,2024-06-23,3,2,0,5
BUG-1133,Database connection timeout - Case 968,The connection to the database times out after 30 seconds of inactivity.,New,Minor,P3,,Grace Kim,Notifications,2024-03-07,3,2,2,5
BUG-1134,Button click has no effect - Case 307,Clicking the 'Save' button in the dialog does not trigger any network request.,Assigned,Major,P2,,Carol White,API,2024-02-05,0,1,1,5
BUG-1135,Performance degradation on load - Case 763,"Loading the main dashboard takes over 10 seconds, which is a severe degradation.",Assigned,Trivial,P5,,David Lee,Authentication,2024-08-24,0,3,4,5
BUG-1136,Database connection timeout - Case 373,The connection to the database times out after 30 seconds of inactivity.,Resolved,Critical,P3,Fixed,Eva Martinez,Payment,2024-12-04,4,0,2,2
BUG-1137,UI misalignment in header - Case 462,The header elements are overlapping on mobile screens.,Assigned,Critical,P1,,Grace Kim,Database,2024-03-18,0,0,0,5
BUG-1138,API returning 500 error - Case 738,The /api/v1/data endpoint returns a 500 Internal Server Error intermittently.,Closed,Trivial,P5,Duplicate,Grace Kim,UI/UX,2024-07-08,1,3,4,1
BUG-1139,Null pointer exception in module X - Case 512,A NullPointerException is thrown when clicking the submit button in module X.,Closed,Critical,P1,Duplicate,Grace Kim,Payment,2024-09-28,1,0,0,1
BUG-1140,Null pointer exception in module X - Case 213,A NullPointerException is thrown when clicking the submit button in module X.,Resolved,Major,P4,Duplicate,Bob Smith,Payment,2024-01-19,4,1,3,1
BUG-1141,Performance degradation on load - Case 816,"Loading the main dashboard takes over 10 seconds, which is a severe degradation.",Resolved,Trivial,P4,Cannot Reproduce,Eva Martinez,Notifications,2024-07-20,4,3,3,0
BUG-1142,Null pointer exception in module X - Case 455,A NullPointerException is thrown when clicking the submit button in module X.,Closed,Trivial,P5,Won't Fix,Carol White,Notifications,2024-05-27,1,3,4,4
BUG-1143,Null pointer exception in module X - Case 274,A NullPointerException is thrown when clicking the submit button in module X.,New,Minor,P3,,Henry Wilson,Dashboard,2024-03-26,3,2,2,5
BUG-1144,API returning 500 error - Case 538,The /api/v1/data endpoint returns a 500 Internal Server Error intermittently.,New,Major,P5,,Carol White,Authentication,2024-03-31,3,1,4,5
BUG-1145,API returning 500 error - Case 697,The /api/v1/data endpoint returns a 500 Internal Server Error intermittently.,Resolved,Critical,P5,Fixed,Alice Johnson,Authentication,2024-05-06,4,0,4,2
BUG-1146,Feature Y is not responsive - Case 955,Feature Y does not resize properly when the window is scaled down.,Resolved,Trivial,P5,Duplicate,Eva Martinez,Database,2024-03-16,4,3,4,1
BUG-1147,Typo in the settings menu - Case 658,There is a spelling mistake in the user profile settings page.,Resolved,Major,P2,Won't Fix,Alice Johnson,Database,2024-05-09,4,1,1,4
BUG-1148,Typo in the settings menu - Case 630,There is a spelling mistake in the user profile settings page.,Resolved,Major,P1,Not a Bug,Alice Johnson,Dashboard,2024-02-27,4,1,0,3
BUG-1149,Null pointer exception in module X - Case 775,A NullPointerException is thrown when clicking the submit button in module X.,Closed,Minor,P1,Duplicate,Grace Kim,Database,2024-01-16,1,2,0,1
BUG-1150,UI misalignment in header - Case 298,The header elements are overlapping on mobile screens.,New,Critical,P1,,Carol White,API,2024-05-20,3,0,0,5
BUG-1151,Typo in the settings menu - Case 439,There is a spelling mistake in the user profile settings page.,Closed,Major,P3,Cannot Reproduce,David Lee,Authentication,2024-08-01,1,1,2,0
BUG-1152,Typo in the settings menu - Case 954,There is a spelling mistake in the user profile settings page.,New,Critical,P1,,Frank Brown,API,2024-08-09,3,0,0,5
BUG-1153,App crashes on login - Case 610,"When attempting to log in with valid credentials, the application throws an exception and crashes.",Resolved,Major,P1,Duplicate,Carol White,API,2024-09-24,4,1,0,1
BUG-1154,UI misalignment in header - Case 918,The header elements are overlapping on mobile screens.,New,Trivial,P4,,Eva Martinez,Payment,2024-08-20,3,3,3,5
BUG-1155,Memory leak during file upload - Case 980,Uploading a file larger than 10MB causes a steady increase in RAM usage.,Closed,Critical,P3,Duplicate,Alice Johnson,Authentication,2024-01-03,1,0,2,1
BUG-1156,Typo in the settings menu - Case 999,There is a spelling mistake in the user profile settings page.,Closed,Minor,P5,Won't Fix,Eva Martinez,Dashboard,2024-12-06,1,2,4,4
BUG-1157,Null pointer exception in module X - Case 542,A NullPointerException is thrown when clicking the submit button in module X.,New,Minor,P5,,Henry Wilson,Database,2024-05-28,3,2,4,5
BUG-1158,Memory leak during file upload - Case 532,Uploading a file larger than 10MB causes a steady increase in RAM usage.,New,Major,P1,,Eva Martinez,Dashboard,2024-05-13,3,1,0,5
BUG-1159,Typo in the settings menu - Case 923,There is a spelling mistake in the user profile settings page.,Assigned,Minor,P3,,Carol White,UI/UX,2024-12-15,0,2,2,5
BUG-1160,Feature Y is not responsive - Case 412,Feature Y does not resize properly when the window is scaled down.,In Progress,Critical,P1,,Carol White,UI/UX,2024-10-17,2,0,0,5
BUG-1161,Memory leak during file upload - Case 198,Uploading a file larger than 10MB causes a steady increase in RAM usage.,Closed,Major,P1,Duplicate,Frank Brown,Notifications,2024-12-21,1,1,0,1
BUG-1162,API returning 500 error - Case 530,The /api/v1/data endpoint returns a 500 Internal Server Error intermittently.,Resolved,Trivial,P2,Cannot Reproduce,Bob Smith,Dashboard,2024-01-15,4,3,1,0
BUG-1163,Feature Y is not responsive - Case 905,Feature Y does not resize properly when the window is scaled down.,Closed,Major,P5,Duplicate,Grace Kim,Dashboard,2024-03-06,1,1,4,1
BUG-1164,App crashes on login - Case 573,"When attempting to log in with valid credentials, the application throws an exception and crashes.",Resolved,Trivial,P5,Not a Bug,Eva Martinez,Payment,2024-01-28,4,3,4,3
BUG-1165,UI misalignment in header - Case 941,The header elements are overlapping on mobile screens.,Closed,Major,P5,Won't Fix,Bob Smith,Authentication,2024-09-03,1,1,4,4
BUG-1166,Button click has no effect - Case 247,Clicking the 'Save' button in the dialog does not trigger any network request.,Resolved,Minor,P4,Not a Bug,Eva Martinez,API,2024-03-10,4,2,3,3
BUG-1167,App crashes on login - Case 924,"When attempting to log in with valid credentials, the application throws an exception and crashes.",Closed,Minor,P5,Cannot Reproduce,Bob Smith,Authentication,2024-12-18,1,2,4,0
BUG-1168,UI misalignment in header - Case 632,The header elements are overlapping on mobile screens.,Assigned,Trivial,P2,,Alice Johnson,Notifications,2024-04-14,0,3,1,5
BUG-1169,UI misalignment in header - Case 407,The header elements are overlapping on mobile screens.,Resolved,Minor,P1,Cannot Reproduce,Eva Martinez,Notifications,2024-04-04,4,2,0,0
BUG-1170,Performance degradation on load - Case 226,"Loading the main dashboard takes over 10 seconds, which is a severe degradation.",Assigned,Trivial,P4,,Carol White,Reporting,2024-11-21,0,3,3,5
BUG-1171,Button click has no effect - Case 305,Clicking the 'Save' button in the dialog does not trigger any network request.,Resolved,Major,P5,Cannot Reproduce,Henry Wilson,Database,2024-05-28,4,1,4,0
BUG-1172,Memory leak during file upload - Case 495,Uploading a file larger than 10MB causes a steady increase in RAM usage.,Resolved,Critical,P4,Fixed,Alice Johnson,API,2024-08-01,4,0,3,2
BUG-1173,Performance degradation on load - Case 498,"Loading the main dashboard takes over 10 seconds, which is a severe degradation.",Closed,Trivial,P1,Fixed,Henry Wilson,Authentication,2024-06-04,1,3,0,2
BUG-1174,Typo in the settings menu - Case 242,There is a spelling mistake in the user profile settings page.,Resolved,Trivial,P4,Cannot Reproduce,Frank Brown,Reporting,2024-05-21,4,3,3,0
BUG-1175,Button click has no effect - Case 499,Clicking the 'Save' button in the dialog does not trigger any network request.,New,Minor,P3,,Frank Brown,Notifications,2024-03-30,3,2,2,5
BUG-1176,Database connection timeout - Case 385,The connection to the database times out after 30 seconds of inactivity.,Resolved,Critical,P2,Won't Fix,Henry Wilson,Dashboard,2024-02-04,4,0,1,4
BUG-1177,Button click has no effect - Case 894,Clicking the 'Save' button in the dialog does not trigger any network request.,In Progress,Major,P1,,Frank Brown,UI/UX,2024-03-07,2,1,0,5
BUG-1178,API returning 500 error - Case 434,The /api/v1/data endpoint returns a 500 Internal Server Error intermittently.,Closed,Minor,P5,Duplicate,Bob Smith,Notifications,2024-03-22,1,2,4,1
BUG-1179,API returning 500 error - Case 431,The /api/v1/data endpoint returns a 500 Internal Server Error intermittently.,Resolved,Critical,P2,Duplicate,Bob Smith,Authentication,2024-03-30,4,0,1,1
BUG-1180,UI misalignment in header - Case 138,The header elements are overlapping on mobile screens.,Resolved,Trivial,P4,Fixed,Frank Brown,Payment,2024-07-10,4,3,3,2
BUG-1181,Memory leak during file upload - Case 236,Uploading a file larger than 10MB causes a steady increase in RAM usage.,Closed,Minor,P3,Not a Bug,Henry Wilson,Notifications,2024-04-12,1,2,2,3
BUG-1182,Null pointer exception in module X - Case 306,A NullPointerException is thrown when clicking the submit button in module X.,Resolved,Trivial,P5,Duplicate,David Lee,Authentication,2024-02-14,4,3,4,1
BUG-1183,App crashes on login - Case 468,"When attempting to log in with valid credentials, the application throws an exception and crashes.",Closed,Trivial,P3,Cannot Reproduce,Carol White,Notifications,2024-10-06,1,3,2,0
BUG-1184,Null pointer exception in module X - Case 684,A NullPointerException is thrown when clicking the submit button in module X.,Closed,Major,P1,Cannot Reproduce,Carol White,Payment,2024-06-29,1,1,0,0
BUG-1185,Memory leak during file upload - Case 994,Uploading a file larger than 10MB causes a steady increase in RAM usage.,Closed,Minor,P1,Fixed,Eva Martinez,Payment,2024-02-10,1,2,0,2
BUG-1186,Null pointer exception in module X - Case 152,A NullPointerException is thrown when clicking the submit button in module X.,Closed,Trivial,P4,Not a Bug,Eva Martinez,API,2024-06-18,1,3,3,3
BUG-1187,Typo in the settings menu - Case 169,There is a spelling mistake in the user profile settings page.,Resolved,Minor,P1,Duplicate,Eva Martinez,UI/UX,2024-09-30,4,2,0,1
BUG-1188,Button click has no effect - Case 814,Clicking the 'Save' button in the dialog does not trigger any network request.,Closed,Major,P5,Fixed,Alice Johnson,Database,2024-08-29,1,1,4,2
BUG-1189,Null pointer exception in module X - Case 442,A NullPointerException is thrown when clicking the submit button in module X.,Assigned,Major,P5,,David Lee,Notifications,2024-04-14,0,1,4,5
BUG-1190,Memory leak during file upload - Case 980,Uploading a file larger than 10MB causes a steady increase in RAM usage.,Closed,Trivial,P3,Duplicate,Bob Smith,UI/UX,2024-11-08,1,3,2,1
BUG-1191,Performance degradation on load - Case 182,"Loading the main dashboard takes over 10 seconds, which is a severe degradation.",Resolved,Major,P5,Not a Bug,Bob Smith,Authentication,2024-03-07,4,1,4,3
BUG-1192,Null pointer exception in module X - Case 765,A NullPointerException is thrown when clicking the submit button in module X.,Resolved,Major,P4,Won't Fix,Alice Johnson,Authentication,2024-09-01,4,1,3,4
BUG-1193,Performance degradation on load - Case 616,"Loading the main dashboard takes over 10 seconds, which is a severe degradation.",Closed,Critical,P5,Duplicate,Henry Wilson,Authentication,2024-09-30,1,0,4,1
BUG-1194,Memory leak during file upload - Case 812,Uploading a file larger than 10MB causes a steady increase in RAM usage.,Closed,Minor,P5,Duplicate,Henry Wilson,Payment,2024-10-08,1,2,4,1
BUG-1195,Typo in the settings menu - Case 460,There is a spelling mistake in the user profile settings page.,Closed,Minor,P4,Duplicate,Bob Smith,Authentication,2024-01-30,1,2,3,1
BUG-1196,Button click has no effect - Case 681,Clicking the 'Save' button in the dialog does not trigger any network request.,New,Trivial,P5,,Alice Johnson,Dashboard,2024-05-07,3,3,4,5
BUG-1197,Feature Y is not responsive - Case 144,Feature Y does not resize properly when the window is scaled down.,In Progress,Minor,P3,,Carol White,UI/UX,2024-11-04,2,2,2,5
BUG-1198,UI misalignment in header - Case 772,The header elements are overlapping on mobile screens.,New,Minor,P2,,Frank Brown,Reporting,2024-05-08,3,2,1,5
BUG-1199,Feature Y is not responsive - Case 475,Feature Y does not resize properly when the window is scaled down.,In Progress,Minor,P1,,Eva Martinez,Database,2024-11-30,2,2,0,5
BUG-1200,Button click has no effect - Case 206,Clicking the 'Save' button in the dialog does not trigger any network request.,In Progress,Critical,P3,,Bob Smith,Reporting,2024-07-29,2,0,2,5
BUG-1201,Button click has no effect - Case 336,Clicking the 'Save' button in the dialog does not trigger any network request.,Closed,Trivial,P3,Won't Fix,Carol White,Authentication,2024-04-17,1,3,2,4
BUG-1202,API returning 500 error - Case 765,The /api/v1/data endpoint returns a 500 Internal Server Error intermittently.,New,Critical,P5,,Eva Martinez,API,2024-01-11,3,0,4,5
BUG-1203,Feature Y is not responsive - Case 947,Feature Y does not resize properly when the window is scaled down.,New,Critical,P2,,Alice Johnson,UI/UX,2024-05-22,3,0,1,5
BUG-1204,App crashes on login - Case 329,"When attempting to log in with valid credentials, the application throws an exception and crashes.",Resolved,Critical,P1,Duplicate,Alice Johnson,API,2024-12-03,4,0,0,1
BUG-1205,Database connection timeout - Case 465,The connection to the database times out after 30 seconds of inactivity.,Closed,Major,P3,Duplicate,David Lee,Authentication,2024-01-14,1,1,2,1
BUG-1206,Performance degradation on load - Case 544,"Loading the main dashboard takes over 10 seconds, which is a severe degradation.",New,Critical,P3,,Henry Wilson,UI/UX,2024-02-25,3,0,2,5
BUG-1207,Performance degradation on load - Case 887,"Loading the main dashboard takes over 10 seconds, which is a severe degradation.",In Progress,Critical,P2,,David Lee,Dashboard,2024-03-24,2,0,1,5
BUG-1208,Feature Y is not responsive - Case 918,Feature Y does not resize properly when the window is scaled down.,New,Major,P3,,Grace Kim,Authentication,2024-05-07,3,1,2,5
BUG-1209,Typo in the settings menu - Case 375,There is a spelling mistake in the user profile settings page.,Closed,Trivial,P3,Won't Fix,Frank Brown,API,2024-01-07,1,3,2,4
BUG-1210,API returning 500 error - Case 573,The /api/v1/data endpoint returns a 500 Internal Server Error intermittently.,Resolved,Critical,P5,Fixed,Frank Brown,Notifications,2024-01-05,4,0,4,2
BUG-1211,Button click has no effect - Case 323,Clicking the 'Save' button in the dialog does not trigger any network request.,New,Trivial,P3,,Frank Brown,Payment,2024-10-23,3,3,2,5
BUG-1212,Feature Y is not responsive - Case 884,Feature Y does not resize properly when the window is scaled down.,In Progress,Minor,P4,,Carol White,Dashboard,2024-09-10,2,2,3,5
BUG-1213,App crashes on login - Case 338,"When attempting to log in with valid credentials, the application throws an exception and crashes.",New,Critical,P1,,Frank Brown,Authentication,2024-04-04,3,0,0,5
BUG-1214,Null pointer exception in module X - Case 162,A NullPointerException is thrown when clicking the submit button in module X.,In Progress,Major,P1,,Alice Johnson,Reporting,2024-01-09,2,1,0,5
BUG-1215,UI misalignment in header - Case 619,The header elements are overlapping on mobile screens.,New,Trivial,P4,,David Lee,Database,2024-09-18,3,3,3,5
BUG-1216,Memory leak during file upload - Case 173,Uploading a file larger than 10MB causes a steady increase in RAM usage.,In Progress,Trivial,P3,,Frank Brown,Database,2024-03-14,2,3,2,5
BUG-1217,Typo in the settings menu - Case 581,There is a spelling mistake in the user profile settings page.,Closed,Minor,P3,Won't Fix,Alice Johnson,API,2024-01-16,1,2,2,4
BUG-1218,Performance degradation on load - Case 126,"Loading the main dashboard takes over 10 seconds, which is a severe degradation.",Closed,Major,P1,Fixed,Frank Brown,Reporting,2024-04-18,1,1,0,2
BUG-1219,Performance degradation on load - Case 133,"Loading the main dashboard takes over 10 seconds, which is a severe degradation.",Resolved,Minor,P1,Duplicate,Grace Kim,Payment,2024-02-09,4,2,0,1
BUG-1220,Button click has no effect - Case 917,Clicking the 'Save' button in the dialog does not trigger any network request.,Closed,Critical,P3,Fixed,Eva Martinez,Reporting,2024-08-29,1,0,2,2
BUG-1221,Feature Y is not responsive - Case 349,Feature Y does not resize properly when the window is scaled down.,Assigned,Minor,P2,,Frank Brown,Payment,2024-07-04,0,2,1,5
BUG-1222,API returning 500 error - Case 850,The /api/v1/data endpoint returns a 500 Internal Server Error intermittently.,In Progress,Major,P1,,Bob Smith,Database,2024-02-10,2,1,0,5
BUG-1223,Performance degradation on load - Case 335,"Loading the main dashboard takes over 10 seconds, which is a severe degradation.",Resolved,Minor,P1,Cannot Reproduce,David Lee,UI/UX,2024-04-27,4,2,0,0
BUG-1224,Database connection timeout - Case 720,The connection to the database times out after 30 seconds of inactivity.,In Progress,Major,P5,,Bob Smith,UI/UX,2024-06-23,2,1,4,5
BUG-1225,Database connection timeout - Case 689,The connection to the database times out after 30 seconds of inactivity.,Assigned,Critical,P5,,Carol White,Payment,2024-04-02,0,0,4,5
BUG-1226,Button click has no effect - Case 828,Clicking the 'Save' button in the dialog does not trigger any network request.,New,Trivial,P2,,Alice Johnson,Dashboard,2024-03-05,3,3,1,5
BUG-1227,Database connection timeout - Case 627,The connection to the database times out after 30 seconds of inactivity.,Resolved,Major,P4,Not a Bug,Grace Kim,Reporting,2024-08-04,4,1,3,3
BUG-1228,UI misalignment in header - Case 444,The header elements are overlapping on mobile screens.,Closed,Trivial,P5,Won't Fix,Bob Smith,Database,2024-11-07,1,3,4,4
BUG-1229,Memory leak during file upload - Case 745,Uploading a file larger than 10MB causes a steady increase in RAM usage.,Resolved,Critical,P4,Cannot Reproduce,Carol White,Payment,2024-05-28,4,0,3,0
BUG-1230,App crashes on login - Case 707,"When attempting to log in with valid credentials, the application throws an exception and crashes.",In Progress,Critical,P2,,Frank Brown,Notifications,2024-12-11,2,0,1,5
BUG-1231,Performance degradation on load - Case 386,"Loading the main dashboard takes over 10 seconds, which is a severe degradation.",Assigned,Critical,P3,,Alice Johnson,UI/UX,2024-06-01,0,0,2,5
BUG-1232,Memory leak during file upload - Case 426,Uploading a file larger than 10MB causes a steady increase in RAM usage.,Resolved,Critical,P1,Duplicate,Eva Martinez,Database,2024-04-17,4,0,0,1
BUG-1233,Memory leak during file upload - Case 144,Uploading a file larger than 10MB causes a steady increase in RAM usage.,Closed,Trivial,P3,Duplicate,Eva Martinez,Notifications,2024-03-25,1,3,2,1
BUG-1234,Database connection timeout - Case 395,The connection to the database times out after 30 seconds of inactivity.,Closed,Minor,P3,Won't Fix,Carol White,Payment,2024-02-24,1,2,2,4
BUG-1235,Button click has no effect - Case 872,Clicking the 'Save' button in the dialog does not trigger any network request.,Resolved,Minor,P5,Duplicate,Henry Wilson,Authentication,2024-10-03,4,2,4,1
BUG-1236,Feature Y is not responsive - Case 684,Feature Y does not resize properly when the window is scaled down.,Resolved,Minor,P2,Cannot Reproduce,Eva Martinez,Payment,2024-09-23,4,2,1,0
BUG-1237,UI misalignment in header - Case 555,The header elements are overlapping on mobile screens.,Resolved,Trivial,P4,Cannot Reproduce,Eva Martinez,Payment,2024-05-14,4,3,3,0
BUG-1238,UI misalignment in header - Case 862,The header elements are overlapping on mobile screens.,Closed,Major,P3,Duplicate,Henry Wilson,Payment,2024-03-21,1,1,2,1
BUG-1239,Typo in the settings menu - Case 139,There is a spelling mistake in the user profile settings page.,New,Major,P4,,Alice Johnson,Authentication,2024-12-27,3,1,3,5
BUG-1240,Performance degradation on load - Case 485,"Loading the main dashboard takes over 10 seconds, which is a severe degradation.",Closed,Minor,P2,Duplicate,Carol White,Notifications,2024-08-28,1,2,1,1
BUG-1241,Null pointer exception in module X - Case 750,A NullPointerException is thrown when clicking the submit button in module X.,Closed,Trivial,P2,Fixed,Bob Smith,Notifications,2024-04-19,1,3,1,2
BUG-1242,Null pointer exception in module X - Case 827,A NullPointerException is thrown when clicking the submit button in module X.,Closed,Major,P1,Duplicate,Grace Kim,Reporting,2024-12-18,1,1,0,1
BUG-1243,API returning 500 error - Case 643,The /api/v1/data endpoint returns a 500 Internal Server Error intermittently.,Resolved,Critical,P2,Duplicate,Grace Kim,Database,2024-05-29,4,0,1,1
BUG-1244,Feature Y is not responsive - Case 198,Feature Y does not resize properly when the window is scaled down.,Closed,Critical,P3,Duplicate,David Lee,UI/UX,2024-08-02,1,0,2,1
BUG-1245,API returning 500 error - Case 426,The /api/v1/data endpoint returns a 500 Internal Server Error intermittently.,In Progress,Critical,P4,,Henry Wilson,Notifications,2024-12-22,2,0,3,5
BUG-1246,Null pointer exception in module X - Case 129,A NullPointerException is thrown when clicking the submit button in module X.,In Progress,Minor,P2,,Alice Johnson,Database,2024-09-16,2,2,1,5
BUG-1247,Typo in the settings menu - Case 521,There is a spelling mistake in the user profile settings page.,Resolved,Critical,P3,Cannot Reproduce,Alice Johnson,API,2024-08-05,4,0,2,0
BUG-1248,Null pointer exception in module X - Case 447,A NullPointerException is thrown when clicking the submit button in module X.,In Progress,Critical,P4,,Carol White,Reporting,2024-08-17,2,0,3,5
BUG-1249,UI misalignment in header - Case 728,The header elements are overlapping on mobile screens.,In Progress,Trivial,P5,,Grace Kim,Payment,2024-03-07,2,3,4,5
BUG-1250,Typo in the settings menu - Case 461,There is a spelling mistake in the user profile settings page.,New,Trivial,P1,,David Lee,Database,2024-12-01,3,3,0,5
BUG-1251,Database connection timeout - Case 958,The connection to the database times out after 30 seconds of inactivity.,Resolved,Major,P4,Not a Bug,Frank Brown,Database,2024-04-27,4,1,3,3
BUG-1252,Button click has no effect - Case 850,Clicking the 'Save' button in the dialog does not trigger any network request.,Resolved,Trivial,P1,Duplicate,Grace Kim,Notifications,2024-01-11,4,3,0,1
BUG-1253,Memory leak during file upload - Case 411,Uploading a file larger than 10MB causes a steady increase in RAM usage.,Closed,Trivial,P4,Duplicate,David Lee,Authentication,2024-06-03,1,3,3,1
BUG-1254,UI misalignment in header - Case 932,The header elements are overlapping on mobile screens.,Resolved,Major,P5,Cannot Reproduce,Bob Smith,Payment,2024-03-08,4,1,4,0
BUG-1255,Memory leak during file upload - Case 120,Uploading a file larger than 10MB causes a steady increase in RAM usage.,Closed,Minor,P5,Fixed,Grace Kim,Reporting,2024-11-05,1,2,4,2
BUG-1256,Feature Y is not responsive - Case 903,Feature Y does not resize properly when the window is scaled down.,Resolved,Trivial,P3,Won't Fix,Eva Martinez,Notifications,2024-09-19,4,3,2,4
BUG-1257,Feature Y is not responsive - Case 771,Feature Y does not resize properly when the window is scaled down.,Resolved,Major,P2,Not a Bug,Bob Smith,Reporting,2024-07-11,4,1,1,3
BUG-1258,Button click has no effect - Case 385,Clicking the 'Save' button in the dialog does not trigger any network request.,In Progress,Minor,P2,,Alice Johnson,Notifications,2024-12-25,2,2,1,5
BUG-1259,Typo in the settings menu - Case 881,There is a spelling mistake in the user profile settings page.,New,Minor,P1,,Alice Johnson,UI/UX,2024-08-19,3,2,0,5
BUG-1260,API returning 500 error - Case 478,The /api/v1/data endpoint returns a 500 Internal Server Error intermittently.,Closed,Major,P3,Cannot Reproduce,Carol White,Payment,2024-02-25,1,1,2,0
