Bug ID,Summary,Description,Status,Severity,Priority,Resolution
BUG-1143,Button click has no effect - Case 505,Clicking the 'Save' button in the dialog does not trigger any network request.,New,Major,P5,None
BUG-1144,Performance degradation on load - Case 240,"Loading the main dashboard takes over 10 seconds, which is a severe degradation.",New,Critical,P1,None
BUG-1145,Button click has no effect - Case 688,Clicking the 'Save' button in the dialog does not trigger any network request.,Resolved,Critical,P3,Cannot Reproduce
BUG-1146,Typo in the settings menu - Case 353,There is a spelling mistake in the user profile settings page.,Closed,Major,P3,Won't Fix
BUG-1147,Memory leak during file upload - Case 250,Uploading a file larger than 10MB causes a steady increase in RAM usage.,Assigned,Trivial,P4,None
BUG-1148,Typo in the settings menu - Case 151,There is a spelling mistake in the user profile settings page.,Assigned,Critical,P4,None
BUG-1149,Button click has no effect - Case 260,Clicking the 'Save' button in the dialog does not trigger any network request.,Closed,Minor,P3,Won't Fix
BUG-1150,App crashes on login - Case 490,"When attempting to log in with valid credentials, the application throws an exception and crashes.",Resolved,Major,P3,Duplicate
BUG-1151,Database connection timeout - Case 872,The connection to the database times out after 30 seconds of inactivity.,Assigned,Minor,P1,None
BUG-1152,Memory leak during file upload - Case 207,Uploading a file larger than 10MB causes a steady increase in RAM usage.,Closed,Critical,P4,Fixed
BUG-1153,Database connection timeout - Case 787,The connection to the database times out after 30 seconds of inactivity.,Closed,Trivial,P2,Duplicate
BUG-1154,Null pointer exception in module X - Case 772,A NullPointerException is thrown when clicking the submit button in module X.,Resolved,Major,P4,Fixed
BUG-1155,UI misalignment in header - Case 950,The header elements are overlapping on mobile screens.,New,Major,P4,None
BUG-1156,Feature Y is not responsive - Case 747,Feature Y does not resize properly when the window is scaled down.,Resolved,Trivial,P3,Duplicate
BUG-1157,UI misalignment in header - Case 414,The header elements are overlapping on mobile screens.,Assigned,Trivial,P5,None
BUG-1158,Memory leak during file upload - Case 656,Uploading a file larger than 10MB causes a steady increase in RAM usage.,Assigned,Minor,P2,None
BUG-1159,App crashes on login - Case 867,"When attempting to log in with valid credentials, the application throws an exception and crashes.",Resolved,Trivial,P4,Cannot Reproduce
BUG-1160,Typo in the settings menu - Case 234,There is a spelling mistake in the user profile settings page.,Assigned,Major,P1,None
BUG-1161,Button click has no effect - Case 136,Clicking the 'Save' button in the dialog does not trigger any network request.,New,Trivial,P5,None
BUG-1162,Button click has no effect - Case 956,Clicking the 'Save' button in the dialog does not trigger any network request.,In Progress,Trivial,P4,None
BUG-1163,Button click has no effect - Case 650,Clicking the 'Save' button in the dialog does not trigger any network request.,Resolved,Trivial,P3,Fixed
BUG-1164,Feature Y is not responsive - Case 106,Feature Y does not resize properly when the window is scaled down.,Resolved,Critical,P4,Not a Bug
BUG-1165,Button click has no effect - Case 369,Clicking the 'Save' button in the dialog does not trigger any network request.,Closed,Critical,P5,Duplicate
BUG-1166,Memory leak during file upload - Case 582,Uploading a file larger than 10MB causes a steady increase in RAM usage.,Assigned,Critical,P2,None
BUG-1167,Null pointer exception in module X - Case 470,A NullPointerException is thrown when clicking the submit button in module X.,Closed,Critical,P3,Won't Fix
BUG-1168,Feature Y is not responsive - Case 772,Feature Y does not resize properly when the window is scaled down.,Closed,Trivial,P1,Duplicate
BUG-1169,Performance degradation on load - Case 798,"Loading the main dashboard takes over 10 seconds, which is a severe degradation.",Closed,Critical,P4,Not a Bug
BUG-1170,Typo in the settings menu - Case 670,There is a spelling mistake in the user profile settings page.,Resolved,Major,P2,Fixed
BUG-1171,UI misalignment in header - Case 472,The header elements are overlapping on mobile screens.,Closed,Minor,P3,Cannot Reproduce
BUG-1172,Button click has no effect - Case 358,Clicking the 'Save' button in the dialog does not trigger any network request.,Resolved,Minor,P2,Cannot Reproduce
BUG-1173,Button click has no effect - Case 576,Clicking the 'Save' button in the dialog does not trigger any network request.,Closed,Major,P5,Won't Fix
BUG-1174,Memory leak during file upload - Case 431,Uploading a file larger than 10MB causes a steady increase in RAM usage.,Resolved,Minor,P5,Duplicate
BUG-1175,API returning 500 error - Case 277,The /api/v1/data endpoint returns a 500 Internal Server Error intermittently.,Closed,Major,P1,Not a Bug
BUG-1176,Button click has no effect - Case 775,Clicking the 'Save' button in the dialog does not trigger any network request.,In Progress,Critical,P5,None
BUG-1177,Database connection timeout - Case 746,The connection to the database times out after 30 seconds of inactivity.,New,Trivial,P4,None
BUG-1178,Memory leak during file upload - Case 798,Uploading a file larger than 10MB causes a steady increase in RAM usage.,Assigned,Major,P3,None
BUG-1179,API returning 500 error - Case 538,The /api/v1/data endpoint returns a 500 Internal Server Error intermittently.,In Progress,Critical,P1,None
BUG-1180,Memory leak during file upload - Case 936,Uploading a file larger than 10MB causes a steady increase in RAM usage.,New,Critical,P4,None
BUG-1181,Null pointer exception in module X - Case 744,A NullPointerException is thrown when clicking the submit button in module X.,Resolved,Major,P3,Won't Fix
BUG-1182,Typo in the settings menu - Case 510,There is a spelling mistake in the user profile settings page.,New,Major,P4,None
BUG-1183,Memory leak during file upload - Case 237,Uploading a file larger than 10MB causes a steady increase in RAM usage.,In Progress,Critical,P3,None
BUG-1184,UI misalignment in header - Case 894,The header elements are overlapping on mobile screens.,Closed,Trivial,P5,Fixed
BUG-1185,Typo in the settings menu - Case 500,There is a spelling mistake in the user profile settings page.,Resolved,Trivial,P2,Duplicate
BUG-1186,UI misalignment in header - Case 621,The header elements are overlapping on mobile screens.,Closed,Trivial,P2,Duplicate
BUG-1187,API returning 500 error - Case 700,The /api/v1/data endpoint returns a 500 Internal Server Error intermittently.,New,Critical,P5,None
BUG-1188,Performance degradation on load - Case 257,"Loading the main dashboard takes over 10 seconds, which is a severe degradation.",New,Critical,P3,None
BUG-1189,Null pointer exception in module X - Case 744,A NullPointerException is thrown when clicking the submit button in module X.,In Progress,Minor,P3,None
BUG-1190,Performance degradation on load - Case 185,"Loading the main dashboard takes over 10 seconds, which is a severe degradation.",New,Major,P5,None
BUG-1191,Button click has no effect - Case 408,Clicking the 'Save' button in the dialog does not trigger any network request.,In Progress,Critical,P4,None
BUG-1192,App crashes on login - Case 389,"When attempting to log in with valid credentials, the application throws an exception and crashes.",Assigned,Minor,P5,None
BUG-1193,Null pointer exception in module X - Case 402,A NullPointerException is thrown when clicking the submit button in module X.,New,Major,P2,None
BUG-1194,App crashes on login - Case 244,"When attempting to log in with valid credentials, the application throws an exception and crashes.",In Progress,Minor,P2,None
BUG-1195,Null pointer exception in module X - Case 656,A NullPointerException is thrown when clicking the submit button in module X.,Closed,Critical,P3,Duplicate
BUG-1196,Performance degradation on load - Case 768,"Loading the main dashboard takes over 10 seconds, which is a severe degradation.",Closed,Critical,P2,Duplicate
BUG-1197,Feature Y is not responsive - Case 862,Feature Y does not resize properly when the window is scaled down.,Resolved,Minor,P5,Fixed
BUG-1198,UI misalignment in header - Case 712,The header elements are overlapping on mobile screens.,Resolved,Critical,P3,Fixed
BUG-1199,UI misalignment in header - Case 333,The header elements are overlapping on mobile screens.,New,Trivial,P4,None
BUG-1200,Typo in the settings menu - Case 103,There is a spelling mistake in the user profile settings page.,Resolved,Major,P4,Fixed
BUG-1201,App crashes on login - Case 683,"When attempting to log in with valid credentials, the application throws an exception and crashes.",Closed,Critical,P2,Duplicate
BUG-1202,Memory leak during file upload - Case 363,Uploading a file larger than 10MB causes a steady increase in RAM usage.,New,Major,P4,None
BUG-1203,App crashes on login - Case 358,"When attempting to log in with valid credentials, the application throws an exception and crashes.",Closed,Critical,P4,Duplicate
BUG-1204,Performance degradation on load - Case 694,"Loading the main dashboard takes over 10 seconds, which is a severe degradation.",Closed,Trivial,P4,Duplicate
BUG-1205,Performance degradation on load - Case 826,"Loading the main dashboard takes over 10 seconds, which is a severe degradation.",Assigned,Critical,P4,None
BUG-1206,API returning 500 error - Case 957,The /api/v1/data endpoint returns a 500 Internal Server Error intermittently.,In Progress,Minor,P2,None
BUG-1207,Database connection timeout - Case 437,The connection to the database times out after 30 seconds of inactivity.,Closed,Trivial,P5,Not a Bug
BUG-1208,Memory leak during file upload - Case 797,Uploading a file larger than 10MB causes a steady increase in RAM usage.,In Progress,Minor,P1,None
BUG-1209,Null pointer exception in module X - Case 445,A NullPointerException is thrown when clicking the submit button in module X.,In Progress,Critical,P4,None
BUG-1210,Performance degradation on load - Case 611,"Loading the main dashboard takes over 10 seconds, which is a severe degradation.",In Progress,Critical,P2,None
BUG-1211,Memory leak during file upload - Case 501,Uploading a file larger than 10MB causes a steady increase in RAM usage.,Closed,Trivial,P4,Duplicate
BUG-1212,API returning 500 error - Case 741,The /api/v1/data endpoint returns a 500 Internal Server Error intermittently.,Closed,Critical,P2,Duplicate
BUG-1213,Memory leak during file upload - Case 390,Uploading a file larger than 10MB causes a steady increase in RAM usage.,In Progress,Major,P2,None
BUG-1214,UI misalignment in header - Case 799,The header elements are overlapping on mobile screens.,Assigned,Trivial,P3,None
BUG-1215,Feature Y is not responsive - Case 879,Feature Y does not resize properly when the window is scaled down.,In Progress,Trivial,P1,None
BUG-1216,API returning 500 error - Case 772,The /api/v1/data endpoint returns a 500 Internal Server Error intermittently.,In Progress,Trivial,P5,None
BUG-1217,Performance degradation on load - Case 289,"Loading the main dashboard takes over 10 seconds, which is a severe degradation.",Closed,Major,P1,Duplicate
BUG-1218,Null pointer exception in module X - Case 367,A NullPointerException is thrown when clicking the submit button in module X.,New,Trivial,P2,None
BUG-1219,Button click has no effect - Case 843,Clicking the 'Save' button in the dialog does not trigger any network request.,In Progress,Critical,P3,None
BUG-1220,UI misalignment in header - Case 829,The header elements are overlapping on mobile screens.,Assigned,Trivial,P3,None
BUG-1221,UI misalignment in header - Case 746,The header elements are overlapping on mobile screens.,In Progress,Trivial,P3,None
BUG-1222,Performance degradation on load - Case 916,"Loading the main dashboard takes over 10 seconds, which is a severe degradation.",In Progress,Trivial,P5,None
BUG-1223,Performance degradation on load - Case 926,"Loading the main dashboard takes over 10 seconds, which is a severe degradation.",In Progress,Major,P2,None
BUG-1224,Memory leak during file upload - Case 280,Uploading a file larger than 10MB causes a steady increase in RAM usage.,Resolved,Trivial,P5,Duplicate
BUG-1225,Database connection timeout - Case 642,The connection to the database times out after 30 seconds of inactivity.,Closed,Minor,P2,Duplicate
BUG-1226,API returning 500 error - Case 356,The /api/v1/data endpoint returns a 500 Internal Server Error intermittently.,Resolved,Minor,P4,Won't Fix
BUG-1227,Button click has no effect - Case 387,Clicking the 'Save' button in the dialog does not trigger any network request.,Resolved,Trivial,P2,Fixed
BUG-1228,API returning 500 error - Case 186,The /api/v1/data endpoint returns a 500 Internal Server Error intermittently.,Closed,Trivial,P5,Not a Bug
BUG-1229,API returning 500 error - Case 142,The /api/v1/data endpoint returns a 500 Internal Server Error intermittently.,Closed,Minor,P4,Duplicate
BUG-1230,Button click has no effect - Case 660,Clicking the 'Save' button in the dialog does not trigger any network request.,Resolved,Critical,P2,Fixed
BUG-1231,Performance degradation on load - Case 518,"Loading the main dashboard takes over 10 seconds, which is a severe degradation.",Resolved,Trivial,P3,Not a Bug
BUG-1232,API returning 500 error - Case 459,The /api/v1/data endpoint returns a 500 Internal Server Error intermittently.,Resolved,Minor,P3,Duplicate
BUG-1233,Memory leak during file upload - Case 218,Uploading a file larger than 10MB causes a steady increase in RAM usage.,Resolved,Minor,P4,Duplicate
BUG-1234,Performance degradation on load - Case 450,"Loading the main dashboard takes over 10 seconds, which is a severe degradation.",In Progress,Critical,P3,None
BUG-1235,Performance degradation on load - Case 840,"Loading the main dashboard takes over 10 seconds, which is a severe degradation.",Resolved,Trivial,P4,Fixed
BUG-1236,Database connection timeout - Case 968,The connection to the database times out after 30 seconds of inactivity.,New,Critical,P3,None
BUG-1237,Memory leak during file upload - Case 251,Uploading a file larger than 10MB causes a steady increase in RAM usage.,Resolved,Critical,P5,Cannot Reproduce
BUG-1238,API returning 500 error - Case 689,The /api/v1/data endpoint returns a 500 Internal Server Error intermittently.,In Progress,Major,P5,None
BUG-1239,Feature Y is not responsive - Case 168,Feature Y does not resize properly when the window is scaled down.,Resolved,Trivial,P1,Fixed
BUG-1240,Typo in the settings menu - Case 805,There is a spelling mistake in the user profile settings page.,Closed,Critical,P3,Not a Bug
BUG-1241,Performance degradation on load - Case 667,"Loading the main dashboard takes over 10 seconds, which is a severe degradation.",Closed,Trivial,P1,Fixed
BUG-1242,Typo in the settings menu - Case 365,There is a spelling mistake in the user profile settings page.,Closed,Critical,P1,Fixed
BUG-1243,Memory leak during file upload - Case 659,Uploading a file larger than 10MB causes a steady increase in RAM usage.,New,Minor,P5,None
BUG-1244,Performance degradation on load - Case 624,"Loading the main dashboard takes over 10 seconds, which is a severe degradation.",Resolved,Minor,P3,Cannot Reproduce
BUG-1245,Database connection timeout - Case 622,The connection to the database times out after 30 seconds of inactivity.,In Progress,Minor,P1,None
BUG-1246,Performance degradation on load - Case 118,"Loading the main dashboard takes over 10 seconds, which is a severe degradation.",Closed,Trivial,P1,Duplicate
BUG-1247,UI misalignment in header - Case 517,The header elements are overlapping on mobile screens.,In Progress,Trivial,P3,None
BUG-1248,Typo in the settings menu - Case 151,There is a spelling mistake in the user profile settings page.,Closed,Trivial,P1,Duplicate
BUG-1249,Memory leak during file upload - Case 886,Uploading a file larger than 10MB causes a steady increase in RAM usage.,Resolved,Major,P4,Won't Fix
BUG-1250,Button click has no effect - Case 827,Clicking the 'Save' button in the dialog does not trigger any network request.,Assigned,Critical,P1,None
BUG-1251,UI misalignment in header - Case 100,The header elements are overlapping on mobile screens.,Resolved,Minor,P3,Duplicate
BUG-1252,UI misalignment in header - Case 181,The header elements are overlapping on mobile screens.,Closed,Critical,P4,Not a Bug
BUG-1253,Feature Y is not responsive - Case 872,Feature Y does not resize properly when the window is scaled down.,Closed,Critical,P2,Not a Bug
BUG-1254,Button click has no effect - Case 400,Clicking the 'Save' button in the dialog does not trigger any network request.,Resolved,Minor,P3,Cannot Reproduce
BUG-1255,Database connection timeout - Case 299,The connection to the database times out after 30 seconds of inactivity.,New,Major,P2,None
BUG-1256,Typo in the settings menu - Case 166,There is a spelling mistake in the user profile settings page.,New,Trivial,P3,None
BUG-1257,API returning 500 error - Case 710,The /api/v1/data endpoint returns a 500 Internal Server Error intermittently.,Closed,Trivial,P3,Duplicate
BUG-1258,Null pointer exception in module X - Case 279,A NullPointerException is thrown when clicking the submit button in module X.,New,Critical,P4,None
BUG-1259,Memory leak during file upload - Case 912,Uploading a file larger than 10MB causes a steady increase in RAM usage.,Closed,Critical,P4,Not a Bug
BUG-1260,Memory leak during file upload - Case 237,Uploading a file larger than 10MB causes a steady increase in RAM usage.,Resolved,Major,P1,Fixed
BUG-1261,Null pointer exception in module X - Case 281,A NullPointerException is thrown when clicking the submit button in module X.,New,Critical,P5,None
BUG-1262,API returning 500 error - Case 692,The /api/v1/data endpoint returns a 500 Internal Server Error intermittently.,Closed,Trivial,P5,Duplicate
BUG-1263,Database connection timeout - Case 805,The connection to the database times out after 30 seconds of inactivity.,Assigned,Major,P1,None
BUG-1264,Database connection timeout - Case 611,The connection to the database times out after 30 seconds of inactivity.,Closed,Trivial,P1,Fixed
BUG-1265,Null pointer exception in module X - Case 889,A NullPointerException is thrown when clicking the submit button in module X.,Assigned,Minor,P3,None
BUG-1266,Feature Y is not responsive - Case 997,Feature Y does not resize properly when the window is scaled down.,Resolved,Critical,P4,Won't Fix
BUG-1267,Button click has no effect - Case 149,Clicking the 'Save' button in the dialog does not trigger any network request.,Resolved,Major,P1,Duplicate
BUG-1268,Performance degradation on load - Case 887,"Loading the main dashboard takes over 10 seconds, which is a severe degradation.",Resolved,Critical,P2,Fixed
BUG-1269,Database connection timeout - Case 646,The connection to the database times out after 30 seconds of inactivity.,Closed,Minor,P1,Duplicate
BUG-1270,Database connection timeout - Case 570,The connection to the database times out after 30 seconds of inactivity.,In Progress,Critical,P2,None
BUG-1271,UI misalignment in header - Case 462,The header elements are overlapping on mobile screens.,Closed,Minor,P1,Duplicate
BUG-1272,Performance degradation on load - Case 990,"Loading the main dashboard takes over 10 seconds, which is a severe degradation.",In Progress,Trivial,P3,None
BUG-1273,API returning 500 error - Case 640,The /api/v1/data endpoint returns a 500 Internal Server Error intermittently.,Closed,Trivial,P3,Won't Fix
BUG-1274,Feature Y is not responsive - Case 590,Feature Y does not resize properly when the window is scaled down.,Assigned,Trivial,P2,None
BUG-1275,API returning 500 error - Case 635,The /api/v1/data endpoint returns a 500 Internal Server Error intermittently.,In Progress,Critical,P2,None
BUG-1276,Button click has no effect - Case 527,Clicking the 'Save' button in the dialog does not trigger any network request.,New,Critical,P2,None
BUG-1277,Button click has no effect - Case 587,Clicking the 'Save' button in the dialog does not trigger any network request.,New,Major,P2,None
BUG-1278,Performance degradation on load - Case 320,"Loading the main dashboard takes over 10 seconds, which is a severe degradation.",Closed,Major,P4,Fixed
BUG-1279,Memory leak during file upload - Case 434,Uploading a file larger than 10MB causes a steady increase in RAM usage.,New,Trivial,P3,None
BUG-1280,App crashes on login - Case 361,"When attempting to log in with valid credentials, the application throws an exception and crashes.",In Progress,Major,P1,None
BUG-1281,UI misalignment in header - Case 672,The header elements are overlapping on mobile screens.,In Progress,Trivial,P3,None
BUG-1282,Feature Y is not responsive - Case 871,Feature Y does not resize properly when the window is scaled down.,New,Major,P2,None
BUG-1283,App crashes on login - Case 490,"When attempting to log in with valid credentials, the application throws an exception and crashes.",Closed,Critical,P1,Duplicate
BUG-1284,Performance degradation on load - Case 974,"Loading the main dashboard takes over 10 seconds, which is a severe degradation.",Closed,Trivial,P3,Duplicate
BUG-1285,Feature Y is not responsive - Case 625,Feature Y does not resize properly when the window is scaled down.,Resolved,Trivial,P2,Duplicate
BUG-1286,Feature Y is not responsive - Case 998,Feature Y does not resize properly when the window is scaled down.,Closed,Major,P2,Duplicate
BUG-1287,Feature Y is not responsive - Case 614,Feature Y does not resize properly when the window is scaled down.,New,Trivial,P5,None
BUG-1288,Feature Y is not responsive - Case 695,Feature Y does not resize properly when the window is scaled down.,In Progress,Critical,P4,None
BUG-1289,Null pointer exception in module X - Case 792,A NullPointerException is thrown when clicking the submit button in module X.,Assigned,Major,P1,None
BUG-1290,Feature Y is not responsive - Case 344,Feature Y does not resize properly when the window is scaled down.,New,Critical,P1,None
BUG-1291,Performance degradation on load - Case 130,"Loading the main dashboard takes over 10 seconds, which is a severe degradation.",Closed,Trivial,P3,Duplicate
BUG-1292,API returning 500 error - Case 673,The /api/v1/data endpoint returns a 500 Internal Server Error intermittently.,Closed,Major,P4,Duplicate
BUG-1293,UI misalignment in header - Case 169,The header elements are overlapping on mobile screens.,In Progress,Minor,P3,None
BUG-1294,Database connection timeout - Case 524,The connection to the database times out after 30 seconds of inactivity.,Resolved,Critical,P5,Fixed
BUG-1295,Null pointer exception in module X - Case 224,A NullPointerException is thrown when clicking the submit button in module X.,Resolved,Major,P5,Not a Bug
BUG-1296,API returning 500 error - Case 620,The /api/v1/data endpoint returns a 500 Internal Server Error intermittently.,In Progress,Major,P1,None
BUG-1297,App crashes on login - Case 852,"When attempting to log in with valid credentials, the application throws an exception and crashes.",Assigned,Minor,P1,None
BUG-1298,Memory leak during file upload - Case 948,Uploading a file larger than 10MB causes a steady increase in RAM usage.,New,Major,P3,None
BUG-1299,API returning 500 error - Case 500,The /api/v1/data endpoint returns a 500 Internal Server Error intermittently.,Closed,Critical,P3,Duplicate
BUG-1300,Typo in the settings menu - Case 143,There is a spelling mistake in the user profile settings page.,Closed,Minor,P5,Duplicate
BUG-1301,Performance degradation on load - Case 125,"Loading the main dashboard takes over 10 seconds, which is a severe degradation.",Assigned,Minor,P1,None
BUG-1302,Performance degradation on load - Case 982,"Loading the main dashboard takes over 10 seconds, which is a severe degradation.",Assigned,Trivial,P4,None
BUG-1303,Button click has no effect - Case 262,Clicking the 'Save' button in the dialog does not trigger any network request.,Resolved,Trivial,P5,Fixed
BUG-1304,Button click has no effect - Case 345,Clicking the 'Save' button in the dialog does not trigger any network request.,Resolved,Minor,P2,Duplicate
BUG-1305,Typo in the settings menu - Case 316,There is a spelling mistake in the user profile settings page.,In Progress,Major,P1,None
BUG-1306,API returning 500 error - Case 443,The /api/v1/data endpoint returns a 500 Internal Server Error intermittently.,Closed,Minor,P3,Duplicate
BUG-1307,API returning 500 error - Case 705,The /api/v1/data endpoint returns a 500 Internal Server Error intermittently.,Closed,Critical,P1,Duplicate
BUG-1308,Button click has no effect - Case 449,Clicking the 'Save' button in the dialog does not trigger any network request.,Resolved,Minor,P5,Cannot Reproduce
BUG-1309,UI misalignment in header - Case 683,The header elements are overlapping on mobile screens.,Closed,Major,P2,Fixed
BUG-1310,Button click has no effect - Case 891,Clicking the 'Save' button in the dialog does not trigger any network request.,In Progress,Trivial,P2,None
BUG-1311,Feature Y is not responsive - Case 670,Feature Y does not resize properly when the window is scaled down.,Assigned,Minor,P2,None
BUG-1312,API returning 500 error - Case 459,The /api/v1/data endpoint returns a 500 Internal Server Error intermittently.,Closed,Minor,P4,Fixed
BUG-1313,App crashes on login - Case 662,"When attempting to log in with valid credentials, the application throws an exception and crashes.",Resolved,Minor,P1,Duplicate
BUG-1314,Performance degradation on load - Case 863,"Loading the main dashboard takes over 10 seconds, which is a severe degradation.",New,Critical,P1,None
BUG-1315,UI misalignment in header - Case 587,The header elements are overlapping on mobile screens.,In Progress,Minor,P4,None
BUG-1316,Feature Y is not responsive - Case 637,Feature Y does not resize properly when the window is scaled down.,Closed,Major,P3,Duplicate
BUG-1317,API returning 500 error - Case 969,The /api/v1/data endpoint returns a 500 Internal Server Error intermittently.,New,Trivial,P3,None
BUG-1318,UI misalignment in header - Case 654,The header elements are overlapping on mobile screens.,In Progress,Critical,P5,None
BUG-1319,Null pointer exception in module X - Case 477,A NullPointerException is thrown when clicking the submit button in module X.,Assigned,Major,P2,None
BUG-1320,Button click has no effect - Case 297,Clicking the 'Save' button in the dialog does not trigger any network request.,Assigned,Minor,P4,None
BUG-1321,Button click has no effect - Case 114,Clicking the 'Save' button in the dialog does not trigger any network request.,Closed,Critical,P2,Duplicate
BUG-1322,Feature Y is not responsive - Case 709,Feature Y does not resize properly when the window is scaled down.,In Progress,Major,P1,None
BUG-1323,API returning 500 error - Case 599,The /api/v1/data endpoint returns a 500 Internal Server Error intermittently.,New,Major,P2,None
BUG-1324,Memory leak during file upload - Case 687,Uploading a file larger than 10MB causes a steady increase in RAM usage.,In Progress,Critical,P2,None
BUG-1325,Memory leak during file upload - Case 828,Uploading a file larger than 10MB causes a steady increase in RAM usage.,Assigned,Major,P5,None
BUG-1326,UI misalignment in header - Case 438,The header elements are overlapping on mobile screens.,Resolved,Critical,P2,Duplicate
BUG-1327,Feature Y is not responsive - Case 390,Feature Y does not resize properly when the window is scaled down.,New,Critical,P3,None
BUG-1328,Memory leak during file upload - Case 797,Uploading a file larger than 10MB causes a steady increase in RAM usage.,Closed,Major,P4,Duplicate
BUG-1329,Null pointer exception in module X - Case 311,A NullPointerException is thrown when clicking the submit button in module X.,Resolved,Major,P3,Not a Bug
BUG-1330,Memory leak during file upload - Case 872,Uploading a file larger than 10MB causes a steady increase in RAM usage.,Assigned,Critical,P2,None
BUG-1331,Typo in the settings menu - Case 892,There is a spelling mistake in the user profile settings page.,Assigned,Critical,P5,None
BUG-1332,Null pointer exception in module X - Case 876,A NullPointerException is thrown when clicking the submit button in module X.,Assigned,Minor,P4,None
BUG-1333,UI misalignment in header - Case 912,The header elements are overlapping on mobile screens.,In Progress,Trivial,P2,None
BUG-1334,Feature Y is not responsive - Case 599,Feature Y does not resize properly when the window is scaled down.,Resolved,Major,P4,Cannot Reproduce
BUG-1335,Typo in the settings menu - Case 889,There is a spelling mistake in the user profile settings page.,Closed,Minor,P1,Fixed
BUG-1336,Null pointer exception in module X - Case 731,A NullPointerException is thrown when clicking the submit button in module X.,Assigned,Trivial,P3,None
BUG-1337,Null pointer exception in module X - Case 455,A NullPointerException is thrown when clicking the submit button in module X.,Closed,Critical,P2,Fixed
BUG-1338,Database connection timeout - Case 127,The connection to the database times out after 30 seconds of inactivity.,Closed,Major,P4,Cannot Reproduce
BUG-1339,Feature Y is not responsive - Case 232,Feature Y does not resize properly when the window is scaled down.,Assigned,Major,P5,None
BUG-1340,Typo in the settings menu - Case 999,There is a spelling mistake in the user profile settings page.,Resolved,Major,P1,Not a Bug
BUG-1341,App crashes on login - Case 766,"When attempting to log in with valid credentials, the application throws an exception and crashes.",New,Minor,P2,None
BUG-1342,Button click has no effect - Case 464,Clicking the 'Save' button in the dialog does not trigger any network request.,Closed,Minor,P1,Fixed
BUG-1343,Null pointer exception in module X - Case 779,A NullPointerException is thrown when clicking the submit button in module X.,Resolved,Minor,P1,Cannot Reproduce
BUG-1344,Database connection timeout - Case 653,The connection to the database times out after 30 seconds of inactivity.,In Progress,Minor,P4,None
BUG-1345,UI misalignment in header - Case 374,The header elements are overlapping on mobile screens.,New,Critical,P3,None
BUG-1346,UI misalignment in header - Case 114,The header elements are overlapping on mobile screens.,New,Critical,P1,None
BUG-1347,API returning 500 error - Case 257,The /api/v1/data endpoint returns a 500 Internal Server Error intermittently.,Resolved,Major,P4,Fixed
BUG-1348,UI misalignment in header - Case 813,The header elements are overlapping on mobile screens.,Resolved,Major,P5,Cannot Reproduce
BUG-1349,UI misalignment in header - Case 364,The header elements are overlapping on mobile screens.,Closed,Critical,P3,Duplicate
BUG-1350,Null pointer exception in module X - Case 802,A NullPointerException is thrown when clicking the submit button in module X.,In Progress,Critical,P5,None
BUG-1351,UI misalignment in header - Case 570,The header elements are overlapping on mobile screens.,In Progress,Critical,P5,None
BUG-1352,Typo in the settings menu - Case 934,There is a spelling mistake in the user profile settings page.,Resolved,Minor,P3,Fixed
BUG-1353,App crashes on login - Case 129,"When attempting to log in with valid credentials, the application throws an exception and crashes.",Closed,Critical,P5,Duplicate
BUG-1354,Feature Y is not responsive - Case 566,Feature Y does not resize properly when the window is scaled down.,Resolved,Major,P5,Duplicate
BUG-1355,Button click has no effect - Case 125,Clicking the 'Save' button in the dialog does not trigger any network request.,In Progress,Trivial,P3,None
BUG-1356,API returning 500 error - Case 532,The /api/v1/data endpoint returns a 500 Internal Server Error intermittently.,Resolved,Trivial,P1,Cannot Reproduce
BUG-1357,Feature Y is not responsive - Case 474,Feature Y does not resize properly when the window is scaled down.,Closed,Minor,P2,Won't Fix
BUG-1358,Typo in the settings menu - Case 138,There is a spelling mistake in the user profile settings page.,New,Minor,P4,None
BUG-1359,Performance degradation on load - Case 340,"Loading the main dashboard takes over 10 seconds, which is a severe degradation.",Assigned,Major,P3,None
BUG-1360,API returning 500 error - Case 474,The /api/v1/data endpoint returns a 500 Internal Server Error intermittently.,Closed,Trivial,P4,Duplicate
BUG-1361,Memory leak during file upload - Case 640,Uploading a file larger than 10MB causes a steady increase in RAM usage.,Closed,Minor,P2,Duplicate
BUG-1362,Performance degradation on load - Case 957,"Loading the main dashboard takes over 10 seconds, which is a severe degradation.",Resolved,Trivial,P5,Duplicate
BUG-1363,Feature Y is not responsive - Case 445,Feature Y does not resize properly when the window is scaled down.,Closed,Trivial,P3,Cannot Reproduce
BUG-1364,Null pointer exception in module X - Case 214,A NullPointerException is thrown when clicking the submit button in module X.,Resolved,Critical,P1,Not a Bug
BUG-1365,App crashes on login - Case 378,"When attempting to log in with valid credentials, the application throws an exception and crashes.",Assigned,Minor,P2,None
BUG-1366,Feature Y is not responsive - Case 219,Feature Y does not resize properly when the window is scaled down.,In Progress,Trivial,P3,None
BUG-1367,API returning 500 error - Case 903,The /api/v1/data endpoint returns a 500 Internal Server Error intermittently.,Resolved,Minor,P4,Not a Bug
BUG-1368,Feature Y is not responsive - Case 146,Feature Y does not resize properly when the window is scaled down.,Resolved,Major,P1,Not a Bug
